name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink,planet_type,temp_planet_date,temp_planet_mass,planet_radius,orbital_radius,orbital_period,eccentricity,pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
K2-155 c,267,7.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6172/k2-155-c/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,0.0946 AU,13.9 days,0,K2-160,b,k2-160 b,Transit,0,1,3.705871,0.000074,-0.000076,0,,,,,,,,,88.254,1.197,-2.13,0,,,,,,0.284,0.019,-0.013,0,,,,,0,0,1,0,12h16m13.10s,184.054581,-03d33m11.1s,-3.553082,318.19,4.5,-4.5,0,318.19,4.5,-4.5,0,12.649,0.01,0,V (Johnson),12.542,,0,5649,50,-50,0,0.98,0.02,-0.03,0,0.91,0.04,-0.03,0,2/15/2018,K2
K2-155 d,267,4.27 Earths,12.806,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6173/k2-155-d/,Super Earth,2018,4.27 Earths,1.9 x Earth,0.1937 AU,40.7 days,0,K2-161,b,k2-161 b,Transit,0,1,9.283188,0.002052,-0.0023,0,,,,,,,,,87.251,1.991,-5.633,0,,,,,,0.546,0.146,-0.07,0,,,,,0,0,1,0,12h15m10.52s,183.793839,-03d29m44.2s,-3.495612,941.09,47.72,-47.72,0,941.09,47.72,-47.72,0,12.631,0.02,0,V (Johnson),12.357,,0,4972,50,-50,0,0.99,0.08,-0.06,0,2.57,0.31,-0.25,0,2/15/2018,K2
K2-156 b,491,1.6 Earths,13.424,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6250/k2-156-b/,Super Earth,2018,1.6 Earths,1.15 x Earth,0.0149 AU,0.8 days,0,K2-162,b,k2-162 b,Transit,0,1,9.45889,0.00104,-0.00107,0,0.0795,0.0006,-0.0006,0,,,,,,,,,,,,,,0.128,0.01,-0.006,0,,,,,0,0,1,0,12h24m09.28s,186.038666,-01d06m40.9s,-1.111351,125.1,0.6,-0.6,0,124.88,0.61,-0.61,0,12.3,0.04,0,V (Johnson),11.966,,0,4842,49,-45,0,0.75,0.02,-0.02,0,0.69,0.01,-0.01,0,7/12/2018,K2
K2-157 b,981,1.18 Earths,12.823,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6251/k2-157-b/,Super Earth,2018,1.18 Earths,1.055 x Earth,Unknown,0.4 days,0,K2-163,b,k2-163 b,Transit,0,1,6.673117,0.000316,-0.000303,0,,,,,,,,,88.253,1.28,-2.188,0,,,,,,0.22,0.023,-0.011,0,,,,,0,0,1,0,12h09m19.04s,182.329346,-00d32m20.6s,-0.539055,209.67,4.18,-4.18,0,209.67,4.18,-4.18,0,13.129,0.02,0,V (Johnson),12.806,,0,4937,50,-50,0,0.83,0.02,-0.02,0,0.76,0.02,-0.01,0,2/15/2018,K2
K2-158 b,647,7.46 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6252/k2-158-b/,Neptune-like,2018,7.46 Earths,0.236 x Jupiter,0.0887 AU,10.1 days,0,K2-164,b,k2-164 b,Transit,0,1,17.355066,0.004097,-0.003808,0,,,,,,,,,87.89,1.532,-3.662,0,,,,,,0.29,0.046,-0.037,0,,,,,0,0,1,0,11h27m44.08s,171.93367,-00d03m46.2s,-0.06284,379.64,7.66,-7.66,0,379.64,7.66,-7.66,0,11.235,0.02,0,V (Johnson),11.094,,0,5791,50,-50,0,1.18,0.09,-0.06,0,2.2,0.31,-0.25,0,2/15/2018,K2
K2-158 c,647,2.18 Earths,11.774,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6325/k2-158-c/,Super Earth,2018,2.18 Earths,1.28 x Earth,0.0622 AU,5.9 days,0,K2-165,b,k2-165 b,Transit,0,3,2.354992,0.000246,-0.000261,0,,,,,,,,,87.083,2.151,-4.383,0,,,,,,0.114,0.013,-0.009,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/2018,K2
K2-159 b,561,5.73 Earths,11.994,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6253/k2-159-b/,Neptune-like,2018,5.73 Earths,0.202 x Jupiter,0.1013 AU,12.4 days,0,K2-165,c,k2-165 c,Transit,0,3,4.382745,0.000514,-0.000536,0,,,,,,,,,87.054,2.053,-4.971,0,,,,,,0.139,0.019,-0.01,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/2018,K2
K2-15 b,1634,6.71 Earths,14.663,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4844/k2-15-b/,Neptune-like,2015,6.71 Earths,0.221 x Jupiter,0.091 AU,11.8 days,0,K2-165,d,k2-165 d,Transit,0,3,14.101361,0.001146,-0.001065,0,,,,,,,,,89.002,0.722,-1.166,0,,,,,,0.236,0.023,-0.013,0,,,,,0,0,1,0,12h19m36.08s,184.90033,+00d58m06.2s,0.968397,135.1,1.19,-1.19,0,135.1,1.19,-1.19,0,11.331,0.117,0,V (Johnson),11.327,,0,5185,50,-50,0,0.83,0.03,-0.03,0,0.8,0.05,-0.03,0,2/15/2018,K2
K2-160 b,1038,10.2 Earths,12.649,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6254/k2-160-b/,Neptune-like,2018,10.2 Earths,0.284 x Jupiter,Unknown,3.7 days,0,K2-166,b,k2-166 b,Transit,0,2,8.52695,0.00362,-0.0037,0,0.0858,0.001,-0.0009,0,,,,,,,,,,,,,,0.195,0.018,-0.017,0,,,,,0,0,1,0,12h20m45.19s,185.188293,+02d16m56.8s,2.282436,481,9.7,-8.9,0,483.38,9.69,-9.69,0,12.074,0.01,0,V (Johnson),11.946,,0,,,,,1.07,0.03,-0.03,0,,,,,7/12/2018,K2
K2-161 b,3070,31.1 Earths,12.631,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6255/k2-161-b/,Neptune-like,2018,31.1 Earths,0.546 x Jupiter,Unknown,9.3 days,0,K2-167,b,k2-167 b,Transit,0,1,9.977481,0.001039,-0.001007,0,,,,,,,,,88.604,1.001,-1.97,0,,,,,,0.252,0.046,-0.04,0,,,,,0,0,1,0,22h26m18.19s,336.575775,-18d00m40.2s,-18.011171,81.08,0.47,-0.47,0,81.08,0.47,-0.47,0,8.239,0.015,0,V (Johnson),8.104,,0,5908,50,-50,0,1.02,0.12,-0.09,0,1.83,0.29,-0.28,0,2/15/2018,K2
K2-16 b,1103,4.74 Earths,14.67,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4845/k2-16-b/,Super Earth,2015,4.74 Earths,2.02 x Earth,0.0667 AU,7.6 days,0,K2-168,b,k2-168 b,Transit,0,2,15.8523,0.0025,-0.0012,0,,,,,,,,,89.4,0.46,-0.25,0,,,,,,0.166,0.021,-0.01,0,,,,,0,0,1,0,22h12m26.37s,333.109894,-16d20m30.3s,-16.341755,245.56,4.19,-4.19,0,245.56,4.19,-4.19,0,12.291,0.01,0,V (Johnson),12.098,,0,5502.7,101,-50.5,0,0.88,0.06,-0.03,0,0.83,0.09,-0.04,0,8/15/2019,K2
K2-16 c,1103,6.99 Earths,14.67,2015,https://exoplanets.nasa.gov/exoplanet-catalog/411/k2-16-c/,Neptune-like,2015,6.99 Earths,0.227 x Jupiter,0.1229 AU,19.1 days,0,K2-169,b,k2-169 b,Transit,0,1,6.380803,0.000778,-0.000699,0,,,,,,,,,87.837,1.575,-3.587,0,,,,,,0.114,0.01,-0.007,0,,,,,0,0,1,0,22h28m10.63s,337.044281,-14d35m57.8s,-14.599381,237.35,4.63,-4.63,0,237.35,4.63,-4.63,0,12.229,0.06,0,V (Johnson),12.006,,0,5548,50,-50,0,0.99,0.03,-0.03,0,0.92,0.05,-0.03,0,2/15/2018,K2
K2-170 b,1296,2.6 Earths,12.633,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6186/k2-170-b/,Super Earth,2018,2.6 Earths,1.418 x Earth,Unknown,7.6 days,0,K2-17,b,k2-17 b,Transit,0,1,17.96753,0.00152,-0.00152,0,0.119,0.002,-0.002,0,,,,,,,,,,,,,,0.199,0.018,-0.018,0,,,,,0,0,1,0,11h53m19.15s,178.329773,+06d24m44.1s,6.412261,125.56,0.66,-0.66,0,125.56,0.66,-0.66,0,13.519,0.04,0,V (Johnson),13.002,,0,4320,56,-47,0,0.71,0.02,-0.05,0,0.66,0.02,-0.03,0,7/16/2015,K2
K2-170 c,1296,3.9 Earths,12.633,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6187/k2-170-c/,Super Earth,2018,3.9 Earths,1.802 x Earth,Unknown,12.4 days,0,K2-170,b,k2-170 b,Transit,0,2,7.576544,0.001841,-0.00169,0,,,,,,,,,87.989,1.423,-3.339,0,,,,,,0.127,0.018,-0.012,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748,50,-50,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2/15/2018,K2
K2-171 b,2011,7.69 Earths,12.66,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6188/k2-171-b/,Neptune-like,2018,7.69 Earths,0.24 x Jupiter,Unknown,5.6 days,0,K2-170,c,k2-170 c,Transit,0,2,12.400047,0.001735,-0.001883,0,,,,,,,,,88.668,0.965,-2.262,0,,,,,,0.161,0.022,-0.014,0,,,,,0,0,1,0,22h21m48.17s,335.450714,-14d35m35.8s,-14.593286,397.26,6.49,-6.49,0,397.26,6.49,-6.49,0,12.633,0.031,0,V (Johnson),12.496,,0,5748,50,-50,0,0.96,0.03,-0.03,0,0.98,0.11,-0.07,0,2/15/2018,K2
K2-172 b,820,3.42 Earths,12.438,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6189/k2-172-b/,Super Earth,2018,3.42 Earths,1.666 x Earth,Unknown,14.3 days,0,K2-171,b,k2-171 b,Transit,0,1,5.628466,0.001731,-0.001519,0,,,,,,,,,85.048,3.65,-9.641,0,,,,,,0.24,0.036,-0.03,0,,,,,0,0,1,0,22h09m21.80s,332.34082,-13d25m43.9s,-13.428865,616.41,18.68,-18.68,0,616.41,18.68,-18.68,0,12.66,0.04,0,V (Johnson),12.439,,0,5250,50,-50,0,0.89,0.06,-0.03,0,1.72,0.22,-0.19,0,2/15/2018,K2
K2-172 c,820,10.4 Earths,12.438,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6190/k2-172-c/,Neptune-like,2018,10.4 Earths,0.286 x Jupiter,Unknown,29.6 days,0,K2-172,b,k2-172 b,Transit,0,2,14.316941,0.001445,-0.001411,0,,,,,,,,,88.914,0.78,-1.72,0,,,,,,0.149,0.014,-0.008,0,,,,,0,0,1,0,22h21m14.01s,335.30838,-12d33m24.8s,-12.5569,251.51,2.93,-2.93,0,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569,50,-50,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2/15/2018,K2
K2-173 b,751,3.22 Earths,12.403,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6192/k2-173-b/,Super Earth,2018,3.22 Earths,1.608 x Earth,Unknown,5.9 days,0,K2-172,c,k2-172 c,Transit,0,2,29.62682,0.001555,-0.001607,0,,,,,,,,,89.497,0.348,-0.528,0,,,,,,0.286,0.017,-0.012,0,,,,,0,0,1,0,22h21m14.01s,335.30838,-12d33m24.8s,-12.5569,251.51,2.93,-2.93,0,251.51,2.93,-2.93,0,12.438,0.031,0,V (Johnson),12.281,,0,5569,50,-50,0,0.93,0.03,-0.03,0,0.87,0.04,-0.03,0,2/15/2018,K2
K2-174 b,327,7.27 Earths,12.424,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6193/k2-174-b/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,0.126 AU,19.6 days,0,K2-173,b,k2-173 b,Transit,0,1,5.868699,0.000446,-0.000408,0,,,,,,,,,87.826,1.54,-2.875,0,,,,,,0.143,0.014,-0.009,0,,,,,0,0,1,0,04h01m29.99s,60.37495,+15d37m30.1s,15.625037,230.14,1.95,-1.95,0,230.14,1.95,-1.95,0,12.403,0.01,0,V (Johnson),12.185,,0,5580,70,-70,0,0.88,0.03,-0.04,0,0.84,0.06,-0.04,0,2/15/2018,K2
K2-175 b,812,4.81 Earths,10.836,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6194/k2-175-b/,Super Earth,2018,4.81 Earths,2.038 x Earth,Unknown,9.5 days,0,K2-174,b,k2-174 b,Transit,0,1,19.562307,0.000078,-0.000076,0,0.126,0.001,-0.001,0,,,,,89.95,0.04,-0.05,0,,,,,,0.232,0.009,-0.009,0,,,,,0,0,1,1,04h03m10.28s,60.792843,+16d20m50.8s,16.347446,100.1,1,-1,0,100.22,0.36,-0.36,0,12.424,0.03,0,V (Johnson),12.008,,0,4455,31,-29,0,0.7,0.03,-0.02,0,0.68,0.01,-0.01,0,1/31/2019,K2
K2-176 b,812,2.83 Earths,12.893,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6195/k2-176-b/,Super Earth,2018,2.83 Earths,1.491 x Earth,Unknown,5.3 days,0,K2-175,b,k2-175 b,Transit,0,1,9.525988,0.001241,-0.00128,0,,,,,,,,,87.494,1.692,-2.983,0,,,,,,0.182,0.032,-0.024,0,,,,,0,0,1,0,03h30m00.86s,52.503578,+17d35m03.1s,17.584192,249.01,2.79,-2.79,0,249.01,2.79,-2.79,0,10.836,0.079,0,V (Johnson),10.625,,0,5909,50,-50,0,1.09,0.06,-0.04,0,1.42,0.21,-0.17,0,2/15/2018,K2
K2-177 b,1628,5.13 Earths,12.645,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6196/k2-177-b/,Neptune-like,2018,5.13 Earths,2.116 x Earth,Unknown,14.2 days,0,K2-176,b,k2-176 b,Transit,0,1,5.329439,0.00061,-0.000709,0,,,,,,,,,88.063,1.418,-2.94,0,,,,,,0.133,0.011,-0.008,0,,,,,0,0,1,0,03h53m04.60s,58.269165,+17d54m25.5s,17.907072,249.01,3.65,-3.65,0,249.01,3.65,-3.65,0,12.893,0.06,0,V (Johnson),12.65,,0,5428,50,-50,0,0.94,0.02,-0.02,0,0.86,0.03,-0.02,0,2/15/2018,K2
K2-178 b,705,12.4 Earths,12.403,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6197/k2-178-b/,Neptune-like,2018,12.4 Earths,0.317 x Jupiter,Unknown,8.7 days,0,K2-177,b,k2-177 b,Transit,0,1,14.155185,0.00315,-0.002965,0,,,,,,,,,87.22,1.998,-3.741,0,,,,,,0.189,0.025,-0.014,0,,,,,0,0,1,0,03h40m55.10s,55.229565,+20d44m09.9s,20.736078,499.02,12.81,-12.81,0,499.02,12.81,-12.81,0,12.645,0.04,0,V (Johnson),12.422,,0,6063,50,-50,0,1.21,0.03,-0.04,0,1.21,0.09,-0.06,0,2/15/2018,K2
K2-179 b,626,6.86 Earths,12.956,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6198/k2-179-b/,Neptune-like,2018,6.86 Earths,0.224 x Jupiter,Unknown,5.2 days,0,K2-178,b,k2-178 b,Transit,0,1,8.747818,0.000363,-0.000358,0,,,,,,,,,88.611,1.006,-1.592,0,,,,,,0.317,0.018,-0.012,0,,,,,0,0,1,0,03h31m33.33s,52.888882,+22d26m05.5s,22.43487,216.08,1.83,-1.83,0,216.08,1.83,-1.83,0,12.403,0.04,0,V (Johnson),12.156,,0,5525,50,-50,0,0.95,0.02,-0.03,0,0.89,0.04,-0.03,0,2/15/2018,K2
K2-17 b,410,5.6 Earths,13.519,2015,https://exoplanets.nasa.gov/exoplanet-catalog/4846/k2-17-b/,Neptune-like,2015,5.6 Earths,2.23 x Earth,0.119 AU,18 days,0.18,K2-179,b,k2-179 b,Transit,0,1,5.172191,0.000201,-0.000202,0,,,,,,,,,88.755,0.883,-1.588,0,,,,,,0.224,0.015,-0.011,0,,,,,0,0,1,0,03h55m11.26s,58.796898,+23d45m24.5s,23.756807,191.84,2.11,-2.11,0,191.84,2.11,-2.11,0,12.956,0.031,0,V (Johnson),12.691,,0,5015,50,-50,0,0.82,0.02,-0.03,0,0.77,0.02,-0.02,0,2/15/2018,K2
K2-180 b,667,5.95 Earths,12.601,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6199/k2-180-b/,Neptune-like,2018,5.95 Earths,0.206 x Jupiter,0.0753 AU,8.9 days,0,K2-18,b,k2-18 b,Transit,0,2,32.939623,0.000095,-0.0001,0,0.1429,0.006,-0.0065,0,0.2,0.08,-0.08,0,,,,,0.02807,0.00535,-0.00503,0,Mass,0.211,0.02,-0.02,0,4.11,1.72,-1.18,0,0,0,1,1,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,3/21/2019,K2
K2-181 b,1190,8.45 Earths,12.749,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6200/k2-181-b/,Neptune-like,2018,8.45 Earths,0.253 x Jupiter,0.0706 AU,6.9 days,0,K2-18,c,k2-18 c,Radial Velocity,1,2,8.962,0.008,-0.008,0,0.06,0.003,-0.003,0,0.47,,,1,,,,,0.02363,0.00418,-0.00418,0,Msini,,,,,,,,,0,0,1,2,11h30m14.51s,172.560455,+07d35m18.2s,7.588391,38.07,0.08,-0.08,0,38.07,0.08,-0.08,0,13.496,0.05,0,V (Johnson),12.415,,0,3457,39,-39,0,0.36,0.05,-0.05,0,0.41,0.04,-0.04,0,12/21/2017,La Silla Observatory
K2-182 b,509,8.05 Earths,11.997,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6201/k2-182-b/,Neptune-like,2018,8.05 Earths,0.246 x Jupiter,0.0529 AU,4.7 days,0,K2-180,b,k2-180 b,Transit,0,1,8.867209,0.001068,-0.001016,0,0.0753,0.001,-0.001,0,,,,,,,,,,,,,,0.206,0.014,-0.014,0,,,,,0,0,1,0,08h25m51.34s,126.463936,+10d14m49.1s,10.246968,204.51,1.7,-1.7,0,205.09,1.73,-1.73,0,12.601,0.02,0,V (Johnson),12.404,,0,5358,65,-65,0,0.72,0.03,-0.03,0,0.72,0.01,-0.01,0,10/26/2018,K2
K2-183 b,1082,7.27 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6202/k2-183-b/,Neptune-like,2018,7.27 Earths,0.232 x Jupiter,Unknown,0.5 days,0,K2-181,b,k2-181 b,Transit,0,1,6.894256,0.000704,-0.000722,0,0.0706,0.001,-0.001,0,,,,,,,,,,,,,,0.253,0.018,-0.018,0,,,,,0,0,1,0,08h30m12.97s,127.554031,+10d54m37.1s,10.910294,364.82,5.36,-5.36,0,364.64,5.34,-5.34,0,12.749,0.03,0,V (Johnson),12.562,,0,5608,91,-91,0,0.99,0.04,-0.04,0,1.07,0.02,-0.02,0,10/26/2018,K2
K2-183 c,1082,8.6 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6203/k2-183-c/,Neptune-like,2018,8.6 Earths,0.256 x Jupiter,0.0932 AU,10.8 days,0,K2-182,b,k2-182 b,Transit,0,1,4.736837,0.000079,-0.000081,0,0.0529,0.0003,-0.0003,0,,,,,,,,,,,,,,0.246,0.006,-0.006,0,,,,,0,0,1,0,08h40m43.28s,130.180328,+10d58m58.6s,10.982941,155.9,1.19,-1.19,0,155.51,1.25,-1.25,0,11.997,0.06,0,V (Johnson),11.72,,0,5165,50,-50,0,0.88,0.02,-0.02,0,0.8,0.01,-0.01,0,10/26/2018,K2
K2-183 d,1082,8.55 Earths,12.846,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6204/k2-183-d/,Neptune-like,2018,8.55 Earths,0.255 x Jupiter,0.1527 AU,22.6 days,0,K2-183,b,k2-183 b,Transit,0,3,0.469269,0.000026,-0.000024,0,,,,,,,,,25.034,56.232,-9.95,0,,,,,,0.232,2.276,-0.124,0,,,,,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,2/15/2018,K2
K2-184 b,247,3.02 Earths,10.345,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6205/k2-184-b/,Super Earth,2018,3.02 Earths,1.55 x Earth,0.1229 AU,17 days,0,K2-183,c,k2-183 c,Transit,0,3,10.792635,0.001175,-0.001054,0,0.0932,0.0012,-0.0012,0,,,,,,,,,,,,,,0.256,0.019,-0.019,0,,,,,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,10/26/2018,K2
K2-185 b,882,2.28 Earths,12.215,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6206/k2-185-b/,Super Earth,2018,2.28 Earths,1.313 x Earth,Unknown,10.6 days,0,K2-183,d,k2-183 d,Transit,0,3,22.631964,0.004371,-0.003094,0,0.1527,0.002,-0.002,0,,,,,,,,,,,,,,0.255,0.024,-0.024,0,,,,,0,0,1,0,08h20m01.72s,125.007156,+14d01m10.1s,14.019461,331.77,4.15,-4.15,0,332.14,4.29,-4.29,0,12.846,0.07,0,V (Johnson),12.67,,0,5519,88,-88,0,0.93,0.04,-0.04,0,0.97,0.02,-0.02,0,10/26/2018,K2
K2-186 b,1089,10.2 Earths,12.307,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6207/k2-186-b/,Neptune-like,2018,10.2 Earths,0.283 x Jupiter,Unknown,41.5 days,0,K2-184,b,k2-184 b,Transit,0,1,16.995731,0.001288,-0.00129,0,0.1229,0.0009,-0.0009,0,,,,,,,,,,,,,,0.138,0.008,-0.008,0,,,,,0,0,1,0,08h36m33.63s,129.140106,+14d27m43.0s,14.461936,75.79,0.33,-0.33,0,75.75,0.33,-0.33,0,10.345,0.053,0,V (Johnson),10.13,,0,5220,66,-66,0,0.86,0.02,-0.02,0,0.78,0.01,-0.01,0,10/26/2018,K2
K2-187 b,1088,2.24 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6208/k2-187-b/,Super Earth,2018,2.24 Earths,1.3 x Earth,0.0164 AU,0.8 days,0,K2-185,b,k2-185 b,Transit,0,1,10.616646,0.001632,-0.001801,0,,,,,,,,,88.932,0.771,-1.862,0,,,,,,0.117,0.02,-0.01,0,,,,,0,0,1,0,08h41m02.32s,130.259659,+14d41m25.2s,14.69032,270.41,3.28,-3.28,0,270.41,3.28,-3.28,0,12.215,0.04,0,V (Johnson),12.064,,0,5722,50,-50,0,0.98,0.03,-0.03,0,0.91,0.04,-0.03,0,2/15/2018,K2
K2-187 c,1088,3.89 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6209/k2-187-c/,Super Earth,2018,3.89 Earths,1.8 x Earth,0.0392 AU,2.9 days,0,K2-186,b,k2-186 b,Transit,0,1,41.474219,0.003288,-0.004316,0,,,,,,,,,89.524,0.334,-0.592,0,,,,,,0.283,0.024,-0.015,0,,,,,0,0,1,0,09h01m20.39s,135.334976,+18d49m31.6s,18.825455,333.84,5.42,-5.42,0,333.84,5.42,-5.42,0,12.307,0.02,0,V (Johnson),12.171,,0,5784,50,-50,0,1.02,0.02,-0.03,0,0.98,0.08,-0.04,0,2/15/2018,K2
K2-187 d,1088,10.2 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6210/k2-187-d/,Neptune-like,2018,10.2 Earths,0.283 x Jupiter,0.072 AU,7.1 days,0,K2-187,b,k2-187 b,Transit,0,4,0.77392,0.000095,-0.000092,0,0.0164,0.0002,-0.0002,0,,,,,,,,,,,,,,0.116,0.012,-0.012,0,,,,,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/2018,K2
K2-187 e,1088,6.26 Earths,13.081,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6211/k2-187-e/,Neptune-like,2018,6.26 Earths,0.212 x Jupiter,0.1106 AU,13.6 days,0,K2-187,c,k2-187 c,Transit,0,4,2.872042,0.000424,-0.00042,0,0.0392,0.0005,-0.0005,0,,,,,,,,,,,,,,0.161,0.012,-0.012,0,,,,,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/2018,K2
K2-188 b,1477,2.39 Earths,12.646,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6212/k2-188-b/,Super Earth,2018,2.39 Earths,1.35 x Earth,0.0289 AU,1.7 days,0,K2-187,d,k2-187 d,Transit,0,4,7.14921,0.000776,-0.000788,0,0.072,0.0009,-0.0009,0,,,,,,,,,,,,,,0.283,0.016,-0.016,0,,,,,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/2018,K2
K2-188 c,1477,8.4 Earths,12.646,2018,https://exoplanets.nasa.gov/exoplanet-catalog/6213/k2-188-c/,Neptune-like,2018,8.4 Earths,0.252 x Jupiter,0.0785 AU,7.8 days,0,K2-187,e,k2-187 e,Transit,0,4,13.609878,0.003478,-0.002786,0,0.1106,0.0013,-0.0013,0,,,,,,,,,,,,,,0.212,0.016,-0.016,0,,,,,0,0,1,0,08h50m05.67s,132.523605,+23d11m33.4s,23.1926,333.51,5.51,-5.51,0,334.01,5.69,-5.69,0,13.081,0.03,0,V (Johnson),12.867,,0,5484,81,-81,0,0.98,0.04,-0.04,0,0.92,0.02,-0.02,0,10/26/2018,K2
